SORT_ID,Company Name,Location Type,Ownership Type,Dow Jones Industry,SIC,SIC Descriptor,NAICS,NAICS Descriptor,NACE,NACE Descriptor,Exchange,Index Membership,Auditor/Accountant,URL,Address1,Address2,Address3,Contact Name,Contact Title,Contact Number,Contact Fax,Contact E-Mail Address,City,State/Province,Country/Region,Postal Code,Phone,Fax,"Sales, USD","Audit Fees (Including Non-Audit Fees), USD","Non-Audit Fees, USD",Employees,"Market Cap, USD",Sales Growth,Employee Growth,"EPS, USD","Net Income, USD",Net Profit Margin,"Total Assets, USD","Total Liabilities, USD","Beta, last 5 years",P/E Ratio,Current Ratio,Debt/Equity Ratio,Debt/Assets Ratio,Return on Equity,Return on Assets,Symbol,DUNS,Business Description,Bank Name,Selected Legal Status Categories,Hierarchy Designation,Ultimate Parent Name,Ultimate Parent Location
SENDJ-1_00003835,Lloyd  Gray  Whitehead & Monroe  P.C.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.lgwmlaw.com,880 Montclair Rd 100,,,Mr James S Lloyd,President,1 205 967 8822,,,Birmingham,AL,USA,35213-1972,1 205 967 8822,,9456668.0,,,45.0,,0.0,0.0,,,,,,,,,,,,,,607740537,Legal Services Office,,Corporation,,
SENDJ-1_00003836,Harper James Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.harperjames.co.uk,Unit 2-5,Velocity Tower  1 St. Marys Square,,Toby Harper,Director,44 8006891700,,,Sheffield,South Yorkshire,England,S1 4LP,44 8006891700,,9455968.0,,,9.0,,,,,,,3706406.0,3706406.0,,,1.2,,,,,,217437962,Legal Services Office,,Corporation,,
SENDJ-1_00003837,Corinthian Title Company  Inc.,Headquarters,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.corinthiantitle.com,5030 Cmino De La Ssta Ste,,,Mr Michael Godwin,President,1 619 299 4800,,,San Diego,CA,USA,92108-3117,1 619 299 4800,,9451836.0,,,70.0,,0.0,0.0,,,,,,,,,,,,,,807830166,Title Abstract Office,,Corporation,,
SENDJ-1_00003838,Kightlinger & Gray  Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Rj Pile & Company,http://www.k-glaw.com,211 N Pennsylvania St,,,Mr Richard A Young,Partner,1 317 638 4521,,,Indianapolis,IN,USA,46204-1959,1 317 638 4521,,9449351.0,,,102.0,,0.0,0.0,,,,,,,,,,,,,,72037930,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Kightlinger & Gray  Llp,USA
SENDJ-1_00003839,Montgomery Purdue Blankinship & Austin Pllc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.montgomerypurdue.com,701 5th Ave Ste 5500,,,Mr George W Akers,Member,1 206 682 7090,,,Seattle,WA,USA,98104-7096,1 206 682 7090,,9448886.0,,,48.0,,0.0,0.0,,,,,,,,,,,,,,82512997,Legal Services Office,,Limited Liability Company,,
SENDJ-1_00003840,Mws Ventures Pc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,400 Continental Blvd # 250,,,Mr Michael W Sullivan,Chief Executive Officer,1 310 337 4480,,,El Segundo,CA,USA,90245-5076,1 310 337 4480,,9448855.0,,,54.0,,0.0,0.0,,,,,,,,,,,,,,26808381,Legal Services Office,,Corporation,Global Ultimate,Mws Ventures Pc,USA
SENDJ-1_00003841,Louisville And Jefferson County Public Defender Corporation,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.louisvillemetropublicdefender.org,717 W Jefferson St,,,Mr Daniel T Goyette,Executive Director,1 502 574 3800,,,Louisville,KY,USA,40202-2716,1 502 574 3800,,9443875.0,,,10.0,,0.21,0.0,,,,,,,,,,,,,,93274223,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00003842,Ellis-Fermor & Negus Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.ellis-fermor.co.uk,5 Market Place,,,Robert Meredith,Director,,,,Ripley,Derbyshire,England,DE5 3BS,,,9443859.0,,,118.0,,,,,,,4978434.0,4978434.0,,,3.2,,,,,,217559267,Legal Services Office,,Corporation,,
SENDJ-1_00003843,Ibrahim Parker & Berg Llc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.piblaw.com,270 Davidson Ave Ste 500,,,Sanjay Ibrahim,Managing Member,1 908 725 9700,,,Somerset,NJ,USA,08873-4155,1 908 725 9700,,9440592.0,,,112.0,,0.0,0.0,,,,,,,,,,,,,,70324840,Legal Services Office,,Limited Liability Company,,
SENDJ-1_00003844,Law And Property Lawyers Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.slade-legal.co.uk,5 Ock Street,,,Jeremy Hodson,Director,44 1235521920,,,Abingdon,OXON,England,OX14 5AL,44 1235521920,,9438976.0,,,72.0,,,,,,,4267263.0,4267263.0,,,2.7,,,,,,216765175,Legal Services Office,,Corporation,,
SENDJ-1_00003845,Ivie Mcneill Wyatt Purcell & Diggs A Professional Law Corporation,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.imwlaw.com,444 S Flower St Ste 1800,,,Mr Robert H Mc Neill Jr,President,1 213 489 0028,,,Los Angeles,CA,USA,90071-2919,1 213 489 0028,,9434038.0,,,50.0,,0.0,0.0,,,,,,,,,,,,,,28336170,Attorney's Office,,Corporation,,
SENDJ-1_00003846,Lueder  Larkin & Hunter  Llc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.luederlaw.com,5900 Windward Pkwy,,,Mr David C Boy Iv,Principal,1 770 685 7000,,,Alpharetta,GA,USA,30005-8862,1 770 685 7000,,9432798.0,,,6.0,,0.0,0.0,,,,,,,,,,,,,,32066407,Legal Services Office,,Limited Liability Company,Global Ultimate,Lueder  Larkin & Hunter  Llc,USA
SENDJ-1_00003847,Ogilvie Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.ogilvielaw.com,10220 103 Ave Nw,,,Trevor J Reddekopp,Partner,1 780 421 1818,,,Edmonton,AB,Canada,T5J 0K4,1 780 421 1818,,9424970.0,,,85.0,,,,,,,,,,,,,,,,,240651380,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003848,Soloway  Wright Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.solowaywright.com,700-427 Laurier Ave W,,,Daniel Coderre,Partner,1 613 236 0111,,,Ottawa,ON,Canada,K1R 7Y2,1 613 236 0111,,9424970.0,,,85.0,,,,,,,,,,,,,,,,,207901331,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003849,Elk & Elk Co Lpa,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.elkandelk.com,6105 Parkland Blvd # 200,,,Mr David J Elk,Partner,1 800 355 6446,,,Mayfield Heights,OH,USA,44124-4258,1 800 355 6446,,9416591.0,,,70.0,,0.0,0.0,,,,,,,,,,,,,,111610994,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00003850,Bwhs Wojciechowski Springer I Wsp—lnicy Sp—lka Komandytowa,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bwhs.pl,Ul. Zabkowska 31,,,Springer Andrzej,Associate Partner,48 225841650,,,Warszawa,Mazowieckie,Poland,03-736,48 225841650,,9412801.0,,,79.0,,,,,,,,,,,,,,,,,425449327,Legal Services Office,,Partnership of Unknown Type,,Bwhs Wojciechowski Springer I Wspolnicy Spolka Komandytowa,Poland
SENDJ-1_00003851,Smith  Currie & Hancock Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.smithcurrie.com,,,,Philip E Beck,Partner,,,,Atlanta,GA,USA,30303-1227,,,9410451.0,,,80.0,,,,,,,,,,,,,,,,,10101657,Legal Services Office,,Limited Liability Partnership,,Smith  Currie & Hancock Llp,USA
SENDJ-1_00003852,Ward Gethin Archer Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wga.co.uk,16-18 High Street,,,Christopher Dewey,Director,44 1953880800,,,Dereham,Norfolk,England,NR19 1DR,44 1953880800,,9406896.0,,,150.0,,,,,,,5070556.0,5070556.0,,,3.5,,,,,,217613107,Legal Services Office,,Corporation,,
SENDJ-1_00003853,Coliseum Reinsurance Company,Headquarters,Unlisted,Legal Services,7389,"Business Services, NEC",541199,All Other Legal Services,74.11,Legal activities,,,,http://www.equitable.com,3 W 35th St Fl 11,,,Alexandre Scherer,President,1 212 493 9352,,,New York,NY,USA,10001-2204,1 212 493 9352,,9405321.0,,,25.0,,0.0,0.0,,,,,,,,,,,,,,621297469,Business Services,,Corporation,,
SENDJ-1_00003854,Graves  Dougherty  Hearon & Moody  A Professional Corporation,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.gdhm.com,401 Congress Ave Ste 2700,,,Mr Michael J Whellan,President,1 512 480 5600,,,Austin,TX,USA,78701,1 512 480 5600,,9399672.0,,,125.0,,0.0,0.0,,,,,,,,,,,,,,82165481,Legal Services Office,,Corporation,,
SENDJ-1_00003855,Acte 2,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.acte2-notaires.fr,55 Avenue Kleber,,,David Vittori,Chairman General Manager,33 184824343,,,Paris,IDF,France,75116,33 184824343,,9396074.0,,,,,,,,1257232.0,,39883037.0,39883037.0,,,1.0,,,,0.045,,265526621,Legal Services Office,,Corporation,,
SENDJ-1_00003856,2d Entertainment Private Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.2dentertainment.in,15/7  Krishna Street,T. Nagar,,Jyotika Sadanah,Director,91 9840098444,,,Chennai,TN,India,600017,91 9840098444,,9391496.0,,,22.0,,,,,,,,,,,,,,,,,874205893,Legal Services Office,,Corporation,,
SENDJ-1_00003857,Lewitt  Hackman  Shapiro  Marshall & Harlan  A Law Corporation,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.lewitthackman.com,16633 Ventura Blvd,,,Mr Leon Lewitt,President,1 818 990 2120,,,Encino,CA,USA,91436-1801,1 818 990 2120,,9390115.0,,,43.0,,0.0,0.0,,,,,,,,,,,,,,112728639,Law Office,,Corporation,,
SENDJ-1_00003858,Devine  Millimet & Branch  Professional Association,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.devinemillimet.com,,,,Joseph A Millimet,Ceo,,,,Manchester,NH,USA,03101-1809,,,9388725.0,,,171.0,,,,,,,,,,,,,,,,,73964181,Legal Services Office,,Corporation,,Devine  Millimet & Branch  Professional Association,USA
SENDJ-1_00003859,Vezzi E Lapolla Sociedade De Advogados,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.vlm.adv.br,Av. Paulista 171,Andar 8,,Marcelo Henrique Lapolla Aguiar Andrade,Chief Executive Officer,55 1135147200,,,Sao Paulo,SP,Brazil,01311-904,55 1135147200,,9388510.0,,,305.0,,,,,,,,,,,,,,,,,914777086,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00003860,Montlick & Associates  P.C. Dba Montlick Injury Attorneys,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.montlick.com,17 Exctive Pk Dr Ne Ste 3,,,Mr David R Montlick,Chief Executive Officer,1 404 529 6333,,,Atlanta,GA,USA,30329,1 404 529 6333,,9383541.0,,,180.0,,0.0,0.0,,,,,,,,,,,,,,195331855,Legal Services Office,,Corporation,,
SENDJ-1_00003861,Young Basile Hanlon & Macfarlane  P.C.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.youngbasile.com,3001 W Big Beavr Rd # 62,,,Mr Andrew Basile,President,1 248 649 3333,,,Troy,MI,USA,48084-3101,1 248 649 3333,,9383372.0,,,70.0,,0.0,0.0,,,,,,,,,,,,,,932795800,Legal Services Office,,Corporation,,
SENDJ-1_00003862,Kegler  Brown  Hill & Ritter Co Lpa,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.keglerbrown.com,65 E State St Ste 1800,,,Mr Michael E Zatezalo,Managing Partner,1 614 462 5400,,,Columbus,OH,USA,43215-4294,1 614 462 5400,,9380746.0,,,142.0,,0.0,0.0,,,,,,,,,,,,,,58377276,Legal Services Office,,Corporation,,
SENDJ-1_00003863,Legal Aid Commission Act,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.legalaidact.org.au,2 Allsop Street,,,Andrew Crockett,Director,61 262433436,,,Canberra,ACT,Australia,2601,61 262433436,,9379726.0,,,67.0,,,,,,,,,,,,,,,,,750018962,Legal Services Office,,,,
SENDJ-1_00003864,Advok‡tn’ Kancel‡r Broz & Sokol & Nov‡k S.R.O.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.akbsn.eu,Sokolsk‡ 1788/60,,,Jir’ Nov‡k,Board Member,420 224941946,420 224941940,,Praha 2 - NovŽ Mesto,,Czech Republic,120 00,420 224941946,420 224941940,9376996.0,,,30.0,,,,,,,,,,,,,,,,,361190039,Legal Services Office,,Corporation,,
SENDJ-1_00003865,Hogan Lovells (Middle East) Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.hoganlovells.com,Atlantic House,50 Holborn Viaduct,,Penelope Angell,Designated Limited Liability Partnership Member,44 2072962000,,,London,London,England,EC1A 2FG,44 2072962000,,9376931.0,,,67.0,,,,,-2768154.0,,4944223.0,4944223.0,,,0.8,,,,-0.56,,348873048,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003866,Batlaw Limited,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Globe House,4 Temple Place,,David Booth,Director,44 2078451000,,,London,London,England,WC2R 2PG,44 2078451000,,9376731.0,,,29.0,,,,,3238001.0,,53139902.0,53139902.0,,,4.8,,,,0.061,,216705029,Legal Services Office,,Corporation,,British American Tobacco plc,United Kingdom
SENDJ-1_00003867,Osha Bergman Watanabe & Burton Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.obwb.com,1100 La St Ste 4900,,,Mr Jonathan Osha,Managing Member,1 713 228 8600,,,Houston,TX,USA,77002-5217,1 713 228 8600,,9376453.0,,,159.0,,0.0,0.51,,,,,,,,,,,,,,18847330,Legal Services Office,,Limited Liability Partnership,,Osha Liang Llp,USA
SENDJ-1_00003868,Stockwell  Harris  Woolverton & Helphrey  A Professional Corporation,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.shww.com,3580 Wilshire Blvd Fl 19,,,Mr Steven I Harris,Chief Executive Officer,1 310 277 6669,,,Los Angeles,CA,USA,90010-2532,1 310 277 6669,,9374228.0,,,105.0,,0.0,0.0,,,,,,,,,,,,,,75327692,Legal Services Office,,Corporation,Global Ultimate,Stockwell  Harris  Woolverton & Helphrey  A Professional Corporation,USA
SENDJ-1_00003869,Nason  Yeager  Gerson  White & Lioce  P.A.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nasonyeager.com,1645 Palm Bch Lakes Blvd,,,Mr Thomas Yeager,President,1 561 686 3307,,,West Palm Beach,FL,USA,33401-2204,1 561 686 3307,,9372975.0,,,47.0,,0.0,0.0,,,,,,,,,,,,,,108331711,Legal Services Office,,Corporation,,Nason  Yeager  Gerson  White & Lioce  P.A.,USA
SENDJ-1_00003870,Ubb Amanah Berhad,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.ubbamanah.com,B-G-9 Galeria Hartamas,No 21 Jalan 26/70a Desa Sri Hartamas,,Aida Aizura Othman,Managing Director Director,60 362114199,60 362114299,,Kuala Lumpur,KUL,Malaysia,50480,60 362114199,60 362114299,9372619.0,,,26.0,,,,,,,,,,,,,,,,,659305578,Legal Services Office,,Corporation,,
SENDJ-1_00003871,Podhurst Orseck  P.A.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.podhurst.com,2525 Ponce De Leon Blvd,,,Mr Aaron Podhurst,Senior Partner,1 305 358 2800,,,Coral Gables,FL,USA,33134,1 305 358 2800,,9370823.0,,,48.0,,0.0,0.0,,,,,,,,,,,,,,92243195,Legal Services Office,,Corporation,,
SENDJ-1_00003872,Dac Beachcroft Slp.,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dacbeachcroft.com,Paseo Recoletos  3 - Planta 5 Y 6,,,Alvarez Cienfuegos Fernandez  Jose Maria,Managing Administrator,34 917816300,,,Madrid,M,Spain,28004,34 917816300,,9364487.0,,,47.0,,,,,877949.0,,11123370.0,11123370.0,,,1.1,,,,0.106,,460922884,Legal Services Office,,Corporation,Domestic Ultimate,Dac Beachcroft Llp,England
SENDJ-1_00003873,Waco Title Company,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.wacotitle.com,2592 S 48th St,,,Mr Patrick Curry,Chief Executive Officer,1 479 770 6700,,,Springdale,AR,USA,72762-6684,1 479 770 6700,,9364182.0,,,158.0,,0.0,0.0,,,,,,,,,,,,,,75667923,Title Abstract Office,,Corporation,,Arvest Bank Group  Inc.,USA
SENDJ-1_00003874,Franklin & Prokopik  A Professional Corporation,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.fandpnet.com,2 N Charles St Ste 600,,,Mr Albert Randall Jr,President,1 410 752 8700,,,Baltimore,MD,USA,21201-3723,1 410 752 8700,,9357238.0,,,150.0,,0.0,0.0,,,,,,,,,,,,,,93927494,Law Firm,,Corporation,,Franklin & Prokopik  A Professional Corporation,USA
SENDJ-1_00003875,Weber Gallagher Simpson Stapleton Fires & Newby  Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Mcgladrey & Pullen Llp Blue B,http://www.wglaw.com,2000 Market St Ste 1300,,,Mr Peter Weber,General Partner,1 215 972 7900,,,Philadelphia,PA,USA,19103-3204,1 215 972 7900,,9355012.0,,,140.0,,0.0,0.0,,,,,,,,,,,,,,789232204,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Weber Gallagher Simpson Stapleton Fires & Newby  Llp,USA
SENDJ-1_00003876,Stephen Rimmer Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.stephenrimmer.com,28-30 Hyde Gardens,,,Alan Hobden,Designated Limited Liability Partnership Member,44 1323644222,,,Eastbourne,E SU,England,BN21 4PX,44 1323644222,,9354080.0,,,91.0,,,,,,,5586251.0,5586251.0,,,4.5,,,,,,211392716,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003877,Tobin Lucks  A Professional Corporation,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.tobinlucks.com,8511 Fllbrook Ave Ste 400,,,Mr Irvin Lucks,Partner,1 818 226 3400,,,West Hills,CA,USA,91304-3267,1 818 226 3400,,9352348.0,,,194.0,,0.0,0.0,,,,,,,,,,,,,,116483892,Legal Services Office,,Corporation,,Joseph C. Sansone Company,USA
SENDJ-1_00003878,Christensen Oconnor Johnson Kindness Pllc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.cojk.com,1201 3rd Avenue Ste 3600,,,Mr John Denkenberger,Managing Member,1 206 682 8100,,,Seattle,WA,USA,98101,1 206 682 8100,,9346868.0,,,144.0,,0.0,0.0,,,,,,,,,,,,,,92288208,Legal Services Office,,Limited Liability Company,,
SENDJ-1_00003879,Wayne County Neighborhood Legal Services,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nlsmichigan.org,7310 Woodward Ave Ste 301,,,Mr Leonard A Sanchez,Executive Director,1 313 964 1975,,,Detroit,MI,USA,48202,1 313 964 1975,,9344864.0,,,40.0,,0.46,0.0,,,,,,,,,,,,,,197862014,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00003880,Pravozashchita  Ooo,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,D. 3 Ofis 33   Ul. Petra Sumina,,,Dmitri Alekseevich Sapozhnikov,Director,,,,Chelyabinsk,,Russian Federation,454003,,,9332764.0,,,60.0,,,,,,,,,,,,,,,,,522256649,Legal Services Office,,Corporation,,
SENDJ-1_00003881,Desmarais Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.desmaraisllp.com,230 Park Ave Ste 26,,,Mr John M Desmarais,Member,1 212 351 3400,,,New York,NY,USA,10169,1 212 351 3400,,9332749.0,,,19.0,,0.0,0.0,,,,,,,,,,,,,,18789015,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003882,Niles  Barton And Wilmer  Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nilesbarton.com,111 S Calvert St Ste 1400,,,Creeg Lowell,Managing Partner,1 410 783 6300,,,Baltimore,MD,USA,21202-6185,1 410 783 6300,,9324954.0,,,65.0,,0.0,0.0,,,,,,,,,,,,,,84998681,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003883,James  Mcelroy & Diehl  P.A.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.jmdlaw.com,525 N Tryon St,,,Pender R Mc Elroy,Principal,1 704 372 9870,,,Charlotte,NC,USA,28202-0202,1 704 372 9870,,9324702.0,,,75.0,,0.0,0.0,,,,,,,,,,,,,,89149181,Legal Services Office,,Corporation,,
SENDJ-1_00003884,Hughes Fowler Carruthers Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.hfclaw.com,Academy Court,94 Chancery Lane,,Renato Labi,Director,44 2074218383,,,London,London,England,WC2A 1DT,44 2074218383,,9324185.0,,,46.0,,,,,,,7659311.0,7659311.0,,,2.6,,,,,,216601248,Legal Services Office,,Corporation,,
SENDJ-1_00003885,Beck Redden Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.beckredden.com,1221 Mckinney St Ste 4500,,,Mr Dave Beck,President,1 713 655 1101,,,Houston,TX,USA,77010-2029,1 713 655 1101,,9321676.0,,,84.0,,0.0,0.0,,,,,,,,,,,,,,143370885,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003886,Harvey Macelree Ltd,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.macelree.com,17 W Miner St,,,Mr Lance J Nelson,President,1 610 436 0100,,,West Chester,PA,USA,19382-3213,1 610 436 0100,,9317028.0,,,45.0,,0.0,0.0,,,,,,,,,,,,,,95279121,Legal Services Office,,Corporation,,
SENDJ-1_00003887,Foster  Townsend  Graham & Associates Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.ftgalaw.com,900-150 Dufferin Ave,,,James R Townsend,Partner,1 519 672 5272,,,London,ON,Canada,N6A 5N6,1 519 672 5272,,9314088.0,,,84.0,,,,,,,,,,,,,,,,,240573873,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00003888,Widerman Malek  Pl,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.legalteamusa.net,1990 W New Hven Ave Ste 2,,,Mr Mark R Malek,Managing Member,1 321 255 2332,,,Melbourne,FL,USA,32904,1 321 255 2332,,9313638.0,,,25.0,,0.0,0.0,,,,,,,,,,,,,,962827627,Legal Services Office,,Corporation,,
SENDJ-1_00003889,Law Office Khrenov & Partners  Moscow,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.yklaw.ru,3 Per. Bolshoi Vatin,,,Olga Viktorovna Goncharova,Principal,7 8126170030,,,Moscow,,Russian Federation,109240,7 8126170030,,9311552.0,,,64.0,,,,,,,,,,,,,,,,,354403384,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00003890,Nlo Shieldmark B.V.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nloshieldmark.eu,,,,N.V. Nederlandsch Octrooibureau,,,,,Amsterdam,Noord-Holland,Netherlands,1058 EA,,,9311552.0,,,64.0,,,,,,,3559446.0,3559446.0,,,1.7,,,,,,412973463,Legal Services Nsk,ABN AMRO Bank,Corporation,,Nederlandsch Octrooibureau Co‹ Peratief U.A.,Netherlands
SENDJ-1_00003891,Young Conaway Stargatt & Taylor  Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.youngconawayinjurylawyers.com,1000 N King St,,,Mr Bruce M Stargatt,Partner,1 302 571 6600,,,Wilmington,DE,USA,19801-3335,1 302 571 6600,,9307610.0,,,250.0,,0.0,0.0,,,,,,,,,,,,,,98149511,Legal Services Office,,Limited Liability Partnership,,Young Conaway Stargatt & Taylor  Llp,USA
SENDJ-1_00003892,Summit Law Group  Pllc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.summitlaw.com,315 5th Ave S Ste 1000,,,Mr Marc G Reynolds,Executive Director,1 206 676 7000,,,Seattle,WA,USA,98104-2682,1 206 676 7000,,9306948.0,,,60.0,,0.0,0.0,,,,,,,,,,,,,,44418510,Legal Services Office,,Limited Liability Company,,
SENDJ-1_00003893,Latham & Watkins,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.lw.com,99 Bishopsgate,,,Joseph Blum,Partner,44 2077101000,,,London,London,England,EC2M 3XF,44 2077101000,,9305192.0,,,255.0,,,,,,,,,,,,,,,,,239996945,Legal Services Office,,,,
